year,month,SPEI12
1974,9,0.364861057
1974,10,0.313517143
1974,11,-0.093546903
1974,12,-0.175941527
1975,1,-0.197656112
1975,2,-0.185869962
1975,3,-0.711976065
1975,4,-0.793003445
1975,5,-0.539920798
1975,6,-0.657866694
1975,7,0.057742786
1975,8,0.180120006
1975,9,-0.425842659
1975,10,0.306789478
1975,11,0.660471617
1975,12,0.665675693
1976,1,0.670101822
1976,2,0.721963357
1976,3,0.81915709
1976,4,1.184078547
1976,5,1.044331292
1976,6,1.598764996
1976,7,0.963697929
1976,8,1.822783602
1976,9,2.024997439
1976,10,1.355649817
1976,11,0.973252294
1976,12,0.985581442
1977,1,1.043148323
1977,2,1.116499306
1977,3,1.0820855
1977,4,1.591030035
1977,5,1.737569298
1977,6,1.784233334
1977,7,1.704726346
1977,8,0.800003538
1977,9,0.666831306
1977,10,0.485652002
1977,11,0.50137983
1977,12,0.531368336
1978,1,0.515218761
1978,2,0.392681173
1978,3,0.555671142
1978,4,-0.290896098
1978,5,0.132100885
1978,6,0.489509672
1978,7,0.196060312
1978,8,0.509891788
1978,9,0.84619017
1978,10,0.737563782
1978,11,0.679397529
1978,12,0.710152399
1979,1,0.706513768
1979,2,0.746525576
1979,3,0.618131693
1979,4,0.417954377
1979,5,-0.748907659
1979,6,-1.232716658
1979,7,-0.984555344
1979,8,-0.009856363
1979,9,0.108018531
1979,10,0.250820418
1979,11,0.304064939
1979,12,0.381815607
1980,1,0.405413928
1980,2,0.40546986
1980,3,0.736938345
1980,4,0.76663788
1980,5,1.116382986
1980,6,0.682527185
1980,7,1.025406043
1980,8,0.249670996
1980,9,-0.286376744
1980,10,0.137465707
1980,11,0.158398494
1980,12,0.113064542
1981,1,0.106648268
1981,2,0.091235765
1981,3,-0.126540055
1981,4,0.057608823
1981,5,0.03405812
1981,6,0.317449681
1981,7,-0.151904614
1981,8,-0.416344902
1981,9,-0.219967453
1981,10,-0.506529816
1981,11,-0.401861738
1981,12,-0.371145236
1982,1,-0.407459651
1982,2,-0.414063599
1982,3,-0.499763617
1982,4,-0.375283431
1982,5,-0.794417036
1982,6,-0.743741821
1982,7,-0.926806139
1982,8,-0.600144485
1982,9,-0.792357888
1982,10,-1.032702497
1982,11,-1.108051527
1982,12,-1.124535186
1983,1,-1.200809394
1983,2,-1.142738104
1983,3,-0.913133695
1983,4,-0.974552528
1983,5,-0.287435593
1983,6,-0.463663114
1983,7,-0.397129637
1983,8,-0.217595108
1983,9,0.155032396
1983,10,0.982879814
1983,11,1.097826186
1983,12,1.164691838
1984,1,1.143872924
1984,2,1.041045376
1984,3,0.710540919
1984,4,0.86483795
1984,5,0.765497302
1984,6,1.082830289
1984,7,0.972369204
1984,8,0.37040982
1984,9,0.164932025
1984,10,-0.041544313
1984,11,-0.141422211
1984,12,-0.187811989
1985,1,-0.23725797
1985,2,-0.244189131
1985,3,-0.076240301
1985,4,-0.219065325
1985,5,-0.17456242
1985,6,-0.205677935
1985,7,-0.139360702
1985,8,0.015759732
1985,9,-0.434493918
1985,10,-0.891420421
1985,11,-0.80490436
1985,12,-0.799854511
1986,1,-0.878728031
1986,2,-0.89434502
1986,3,-1.050707199
1986,4,-0.895128812
1986,5,-1.189198494
1986,6,-1.329071976
1986,7,-1.401034591
1986,8,-1.662188302
1986,9,-1.386593384
1986,10,-1.230863883
1986,11,-1.025086737
1986,12,-1.016877578
1987,1,-1.126368939
1987,2,-1.127580689
1987,3,-1.130918144
1987,4,-1.030883099
1987,5,-0.987401119
1987,6,-1.395192836
1987,7,-0.68119828
1987,8,-0.041640462
1987,9,0.012517797
1987,10,-0.151838079
1987,11,-0.502034413
1987,12,-0.480705214
1988,1,-0.526632649
1988,2,-0.513804852
1988,3,-0.417664945
1988,4,-0.668278336
1988,5,0.125383226
1988,6,1.166635761
1988,7,0.458178274
1988,8,0.265551133
1988,9,0.42980132
1988,10,0.647617007
1988,11,0.750242949
1988,12,0.763484611
1989,1,0.781411602
1989,2,0.763523791
1989,3,0.675232622
1989,4,0.838077285
1989,5,0.123879988
1989,6,-0.574504415
1989,7,-0.849260738
1989,8,-1.30711038
1989,9,-1.448053891
1989,10,-1.083636408
1989,11,-1.205057626
1989,12,-1.21773287
1990,1,-1.350006346
1990,2,-1.265017037
1990,3,-0.979804351
1990,4,-0.893109697
1990,5,-0.433511526
1990,6,-0.479094098
1990,7,-0.355879227
1990,8,0.070898284
1990,9,0.044466167
1990,10,-0.576626864
1990,11,-0.406667039
1990,12,-0.24221928
1991,1,-0.239211606
1991,2,-0.364731669
1991,3,-0.762128532
1991,4,-0.713288121
1991,5,-0.54744454
1991,6,0.033727571
1991,7,-0.313539124
1991,8,-0.133502886
1991,9,0.09600593
1991,10,0.66694815
1991,11,0.576795473
1991,12,0.503088497
1992,1,0.507858981
1992,2,0.795900086
1992,3,0.830298795
1992,4,0.351688613
1992,5,0.081000775
1992,6,-0.740121174
1992,7,-0.487645654
1992,8,-0.497460015
1992,9,-0.315126744
1992,10,-0.612397086
1992,11,-0.648831627
1992,12,-0.64656005
1993,1,-0.703930104
1993,2,-0.911177012
1993,3,-0.428746756
1993,4,-0.270003606
1993,5,-0.653091422
1993,6,-1.192252204
1993,7,-2.012422254
1993,8,-2.367558064
1993,9,-2.561855376
1993,10,-2.571602526
1993,11,-2.691894196
1993,12,-2.762460514
1994,1,-3.170949609
1994,2,-3.216665849
1994,3,-3.456148978
1994,4,-3.569172321
1994,5,-3.741053371
1994,6,-2.722730531
1994,7,-2.037166386
1994,8,-1.63213242
1994,9,-1.162744623
1994,10,-0.98795856
1994,11,-0.95124483
1994,12,-0.935858302
1995,1,-1.036279959
1995,2,-1.06071614
1995,3,-1.106051195
1995,4,-1.071553017
1995,5,-0.799305941
1995,6,-0.898800849
1995,7,-0.732447516
1995,8,-0.454378072
1995,9,-0.434597837
1995,10,-0.409139353
1995,11,-0.390099265
1995,12,-0.371145236
1996,1,-0.405137543
1996,2,-0.411791947
1996,3,-0.426466342
1996,4,-0.407696736
1996,5,-0.356164197
1996,6,-0.370689426
1996,7,-0.452563233
1996,8,-0.424713904
1996,9,-0.444981623
1996,10,-0.447886554
1996,11,-0.447118434
1996,12,-0.437703515
1997,1,-0.47833676
1997,2,-0.48753041
1997,3,-0.498604458
1997,4,-0.467133631
1997,5,-0.405288157
1997,6,-0.414582206
1997,7,-0.496222894
1997,8,-0.470348619
1997,9,-0.478141336
1997,10,-0.476935114
1997,11,-0.477416974
1997,12,-0.471816708
1998,1,-0.514679331
1998,2,-0.519052105
1998,3,-0.534036137
1998,4,-0.513614757
1998,5,-0.459412979
1998,6,-0.46303516
1998,7,-0.539199456
1998,8,-0.508856095
1998,9,-0.497434593
1998,10,-0.474075112
1998,11,-0.458341198
1998,12,-0.437362601
1999,1,-0.477963002
1999,2,-0.498944445
1999,3,-0.59583691
1999,4,-0.744171332
1999,5,-0.579435393
1999,6,-0.207749678
1999,7,0.212499051
1999,8,0.573697379
1999,9,0.766024338
1999,10,0.944008852
1999,11,0.872400848
1999,12,0.935139701
2000,1,1.021641042
2000,2,1.03378797
2000,3,1.086688527
2000,4,1.225687585
2000,5,1.680735903
2000,6,1.618249524
2000,7,1.314096954
2000,8,0.673783035
2000,9,0.442675494
2000,10,0.561807521
2000,11,0.609164833
2000,12,0.546181367
2001,1,0.465567676
2001,2,0.451644145
2001,3,0.39435185
2001,4,0.187022345
2001,5,-0.174531909
2001,6,0.377793165
2001,7,0.517042335
2001,8,1.108221352
2001,9,1.461210052
2001,10,1.560101816
2001,11,1.974428926
2001,12,1.958952191
2002,1,1.902153957
2002,2,1.893805088
2002,3,1.988793718
2002,4,2.021101256
2002,5,1.804245982
2002,6,1.335742871
2002,7,1.915440226
2002,8,1.657795387
2002,9,1.013743482
2002,10,0.342360105
2002,11,0.239979187
2002,12,0.265116665
2003,1,0.279722545
2003,2,0.298935233
2003,3,0.340540268
2003,4,0.418542159
2003,5,-0.125277985
2003,6,0.845969271
2003,7,0.297186003
2003,8,0.376232725
2003,9,0.577786943
2003,10,0.961632308
2003,11,0.691185369
2003,12,0.906625386
2004,1,0.922423999
2004,2,0.931905086
2004,3,0.907721096
2004,4,1.068884859
2004,5,1.012784725
2004,6,0.243155531
2004,7,0.354745117
2004,8,0.253404991
2004,9,1.549045527
2004,10,1.728140073
2004,11,1.74013733
2004,12,1.549428259
2005,1,1.510150686
2005,2,1.514476865
2005,3,1.687892614
2005,4,1.483525242
2005,5,1.287126425
2005,6,0.577629596
2005,7,0.617301273
2005,8,2.230656551
2005,9,0.673640357
2005,10,1.057667872
2005,11,1.115954552
2005,12,1.15449363
2006,1,1.16040034
2006,2,1.173773265
2006,3,0.996377053
2006,4,0.811249937
2006,5,1.650193941
2006,6,1.735045211
2006,7,1.441354231
2006,8,-0.51109881
2006,9,0.258588007
2006,10,-0.577678323
2006,11,-0.556957111
2006,12,-0.563445653
2007,1,-0.613701911
2007,2,-0.338200345
2007,3,-0.293675842
2007,4,-0.155892806
2007,5,-0.835494819
2007,6,-0.536626419
2007,7,0.055825614
2007,8,0.441131445
2007,9,0.499061642
2007,10,1.048275337
2007,11,1.442337481
2007,12,1.456269193
2008,1,1.518396445
2008,2,1.314882608
2008,3,1.39321873
2008,4,1.166059902
2008,5,1.006194459
2008,6,1.115724919
2008,7,1.723352475
2008,8,1.764604421
2008,9,1.018347868
2008,10,0.911456083
2008,11,0.545892497
2008,12,0.564205859
2009,1,0.481226107
2009,2,0.406556161
2009,3,0.332169879
2009,4,0.524332065
2009,5,0.644280484
2009,6,-0.300873752
2009,7,-0.98441763
2009,8,-0.347520408
2009,9,-0.339091646
2009,10,-0.426538868
2009,11,-0.370545325
2009,12,-0.362634828
2010,1,-0.389085299
2010,2,-0.391258513
2010,3,-0.396925801
2010,4,-0.511421592
2010,5,-0.235418927
2010,6,1.011017854
2010,7,0.869113481
2010,8,-0.166955949
2010,9,-0.096810748
2010,10,0.213970487
2010,11,0.191755129
2010,12,0.218544554
2011,1,0.221803764
2011,2,0.224001187
2011,3,0.360267343
2011,4,0.412618434
2011,5,0.716152122
2011,6,0.181589321
2011,7,-0.014196339
2011,8,1.356664635
2011,9,1.83584242
2011,10,1.128900988
2011,11,1.156486655
2011,12,1.171944606
2012,1,1.181915055
2012,2,1.18732836
2012,3,1.106510125
2012,4,1.440943728
2012,5,1.014979243
2012,6,0.811834191
2012,7,0.871276733
2012,8,-0.157429116
2012,9,-0.647115593
2012,10,-0.498190301
2012,11,-0.459193363
2012,12,-0.445103646
2013,1,-0.494406906
2013,2,-0.496326767
2013,3,-0.543907961
2013,4,-0.933077689
2013,5,0.165986963
2013,6,0.213067196
2013,7,-0.235130905
2013,8,0.121311152
2013,9,0.193721665
2013,10,0.301799728
2013,11,0.29883608
2013,12,0.309458917
2014,1,0.315870541
2014,2,0.384164312
2014,3,0.431314123
2014,4,0.312782324
2014,5,-1.030882773
2014,6,-0.44464501
2014,7,-0.255047256
2014,8,-0.359150591
2014,9,-0.363035024
2014,10,-0.411649062
2014,11,-0.399096026
2014,12,-0.381095007
2015,1,-0.379074644
2015,2,-0.431130599
2015,3,-0.354633357
2015,4,0.197769421
2015,5,0.145890648
2015,6,0.088817783
2015,7,1.211437675
2015,8,0.947951048
2015,9,1.300309962
2015,10,1.928470939
2015,11,2.039428423
2015,12,2.067821873
2016,1,1.975756361
2016,2,2.045525166
2016,3,2.07880129
2016,4,1.696967711
2016,5,1.851143815
2016,6,1.178759123
2016,7,0.63791812
2016,8,1.005373604
2016,9,0.429070438
2016,10,0.423185465
2016,11,0.842417478
2016,12,0.809317108
2017,1,0.798112608
2017,2,0.711466219
2017,3,0.9246289
2017,4,1.492815565
2017,5,1.199767467
2017,6,1.375435857
2017,7,1.885523267
2017,8,2.005876717
2017,9,2.660183583
2017,10,2.264678709
2017,11,1.782559681
2017,12,1.863264403
2018,1,1.825321781
2018,2,1.847800838
2018,3,1.633861058
2018,4,1.008136065
2018,5,1.293835125
2018,6,1.386796132
2018,7,0.625833842
2018,8,-0.154827537
2018,9,-0.857917993
2018,10,-0.993129502
2018,11,-1.01191841
2018,12,-1.062333569
2019,1,-1.193379926
2019,2,-1.136897657
2019,3,-1.111448768
2019,4,-1.152981727
2019,5,-1.496116307
2019,6,-1.764346375
2019,7,-1.402165894
2019,8,-1.104314411
2019,9,-0.973253143
2019,10,-1.321764687
2019,11,-1.358733289
2019,12,-1.364172187
2020,1,-1.364957085
2020,2,-1.285728508
2020,3,-1.144384258
2020,4,-0.921435628
2020,5,-0.874372921
2020,6,-1.165934293
2020,7,-2.076011624
2020,8,-2.342095244
2020,9,-2.352305006
2020,10,-2.245592649
2020,11,-2.282558934
2020,12,-2.262141559
