year,month,SPEI6
1974,9,-0.474786783
1974,10,-0.5569743
1974,11,-0.383473211
1974,12,-0.049114404
1975,1,-0.258620756
1975,2,0.461906107
1975,3,-0.746345748
1975,4,-0.737090261
1975,5,-0.370333432
1975,6,-1.040310791
1975,7,0.462356595
1975,8,-0.025515999
1975,9,-0.207956587
1975,10,0.542897398
1975,11,0.880132874
1975,12,1.429824412
1976,1,0.572444737
1976,2,1.356462155
1976,3,1.901613985
1976,4,1.601146181
1976,5,0.761387356
1976,6,0.946763953
1976,7,0.952033244
1976,8,1.600507456
1976,9,1.229002444
1976,10,0.76924948
1976,11,0.788480498
1976,12,0.610436543
1977,1,0.635092392
1977,2,-0.040743212
1977,3,0.058608936
1977,4,2.008294579
1977,5,2.270653589
1977,6,2.139305991
1977,7,1.881042445
1977,8,1.148359903
1977,9,0.820044712
1977,10,-0.32122871
1977,11,-0.654658292
1977,12,-1.017298387
1978,1,-1.182678622
1978,2,-1.057314907
1978,3,-0.574509824
1978,4,0.118785426
1978,5,1.786087765
1978,6,2.105568753
1978,7,1.549369698
1978,8,1.387733008
1978,9,1.270208217
1978,10,0.753639126
1978,11,-0.082462108
1978,12,-0.806422829
1979,1,-0.544154332
1979,2,-0.61006389
1979,3,-1.727624261
1979,4,-1.436504594
1979,5,-2.264363496
1979,6,-1.050618497
1979,7,-0.906751281
1979,8,0.336191554
1979,9,0.740907648
1979,10,0.669000278
1979,11,1.059667108
1979,12,1.169615978
1980,1,1.562062868
1980,2,0.260588995
1980,3,0.209976546
1980,4,0.191856492
1980,5,0.524060277
1980,6,-0.462679099
1980,7,-0.075140126
1980,8,0.183433817
1980,9,-0.330382862
1980,10,0.111794075
1980,11,0.084044891
1980,12,0.558927016
1981,1,0.30397966
1981,2,-0.173453557
1981,3,0.608988881
1981,4,-0.358437119
1981,5,-0.060605251
1981,6,-0.09656576
1981,7,-0.355457235
1981,8,-0.429563261
1981,9,-0.399187408
1981,10,-0.411706734
1981,11,-0.299131658
1981,12,-0.234297535
1982,1,-0.178057336
1982,2,-0.153939217
1982,3,-0.25670794
1982,4,0.197152639
1982,5,-1.615926432
1982,6,-0.918772608
1982,7,-1.076985899
1982,8,-0.657990984
1982,9,-0.756887417
1982,10,-1.055430688
1982,11,-0.718905865
1982,12,-0.789768225
1983,1,-0.651412173
1983,2,-1.528501038
1983,3,-0.360478555
1983,4,0.955801434
1983,5,1.25257582
1983,6,0.604124214
1983,7,0.132737876
1983,8,0.596547539
1983,9,0.366910557
1983,10,0.709266876
1983,11,0.672207964
1983,12,1.030840897
1984,1,1.498449442
1984,2,1.132404127
1984,3,0.933743033
1984,4,0.399838007
1984,5,0.474445082
1984,6,0.596883478
1984,7,-0.066911837
1984,8,-0.224242484
1984,9,-0.134341294
1984,10,-0.128524235
1984,11,-0.201712373
1984,12,-0.446439167
1985,1,-0.235338552
1985,2,-0.179210234
1985,3,0.206109616
1985,4,-0.414395307
1985,5,0.187270171
1985,6,0.526035674
1985,7,0.145473436
1985,8,0.127106976
1985,9,-0.490768152
1985,10,-0.800815935
1985,11,-0.809247806
1985,12,-1.124132017
1986,1,-1.449930731
1986,2,-2.327198102
1986,3,-2.165754559
1986,4,0.068043086
1986,5,-1.115079488
1986,6,-0.687823674
1986,7,-0.906935133
1986,8,-1.190592063
1986,9,-1.087289056
1986,10,-1.22737964
1986,11,-0.734111835
1986,12,-0.758667524
1987,1,-0.743155029
1987,2,-0.021132281
1987,3,0.251052121
1987,4,1.455198438
1987,5,-0.637507014
1987,6,-1.525802113
1987,7,-0.248843668
1987,8,-0.034998556
1987,9,-0.01248362
1987,10,-0.58861104
1987,11,-0.243473948
1987,12,0.501563965
1988,1,-0.495931813
1988,2,-1.189580758
1988,3,-1.36762102
1988,4,-0.081556192
1988,5,1.042034773
1988,6,1.439276812
1988,7,1.252773708
1988,8,1.106826325
1988,9,1.028709274
1988,10,0.720009734
1988,11,0.443137149
1988,12,-0.047865069
1989,1,-0.093625155
1989,2,-0.143688667
1989,3,-0.771274406
1989,4,0.277269674
1989,5,-0.956887316
1989,6,-0.868892006
1989,7,-1.02427776
1989,8,-1.427739039
1989,9,-1.379906952
1989,10,-1.11961315
1989,11,-0.990948281
1989,12,-0.956151066
1990,1,-1.015772588
1990,2,0.381190003
1990,3,1.574345319
1990,4,1.395778635
1990,5,1.559931707
1990,6,0.840786277
1990,7,0.562647292
1990,8,-0.114341626
1990,9,-0.605077475
1990,10,-0.931742641
1990,11,-0.934496687
1990,12,-0.67300639
1991,1,-0.898296656
1991,2,-0.684209229
1991,3,-0.414008449
1991,4,1.176308592
1991,5,1.248649652
1991,6,1.221526816
1991,7,0.510811312
1991,8,0.204444071
1991,9,0.314566811
1991,10,0.293155544
1991,11,0.165780344
1991,12,-0.139851175
1992,1,0.282826847
1992,2,1.189285793
1992,3,1.245350475
1992,4,0.016439481
1992,5,-0.169641028
1992,6,-1.065846714
1992,7,-0.798595917
1992,8,-1.120526741
1992,9,-0.758386393
1992,10,-0.602303323
1992,11,-0.537440719
1992,12,-0.012085753
1993,1,-0.120546251
1993,2,0.349099108
1993,3,1.029368952
1993,4,1.157677647
1993,5,-0.200120827
1993,6,-2.191473013
1993,7,-2.529632642
1993,8,-2.478408825
1993,9,-2.685135701
1993,10,-2.613047571
1993,11,-2.906180097
1993,12,-2.965549621
1994,1,-2.918724122
1994,2,-2.581520853
1994,3,-1.178210229
1994,4,-0.199785994
1994,5,-0.797524237
1994,6,-0.225687633
1994,7,-0.796438759
1994,8,-1.046465554
1994,9,-0.986331134
1994,10,-0.939032808
1994,11,-0.721587147
1994,12,-0.893241964
1995,1,-0.719816384
1995,2,-0.275465394
1995,3,-0.10064118
1995,4,0.077886155
1995,5,-0.018870607
1995,6,-0.09656576
1995,7,-0.355457235
1995,8,-0.429563261
1995,9,-0.399187408
1995,10,-0.411706734
1995,11,-0.299131658
1995,12,-0.234297535
1996,1,-0.174283823
1996,2,-0.148485239
1996,3,-0.015596299
1996,4,0.085979351
1996,5,-0.057095904
1996,6,-0.133787378
1996,7,-0.382631603
1996,8,-0.451218429
1996,9,-0.435622035
1996,10,-0.452629123
1996,11,-0.349055115
1996,12,-0.295383111
1997,1,-0.261853601
1997,2,-0.285056079
1997,3,-0.123621219
1997,4,0.049669165
1997,5,-0.046521301
1997,6,-0.120242636
1997,7,-0.374752328
1997,8,-0.444939614
1997,9,-0.441459965
1997,10,-0.473369701
1997,11,-0.385021134
1997,12,-0.34640563
1998,1,-0.331046309
1998,2,-0.376771238
1998,3,-0.22179714
1998,4,-0.027597556
1998,5,-0.097967606
1998,6,-0.133063312
1998,7,-0.382112018
1998,8,-0.451218429
1998,9,-0.435622035
1998,10,-0.452629123
1998,11,-0.349055115
1998,12,-0.295383111
1999,1,-0.261853601
1999,2,-0.313152197
1999,3,-0.461209278
1999,4,-1.042185667
1999,5,-0.632924599
1999,6,0.285421221
1999,7,0.691727259
1999,8,0.992909547
1999,9,1.133347879
1999,10,1.305322402
1999,11,1.15475001
1999,12,0.99049649
2000,1,0.856658473
2000,2,0.62164583
2000,3,0.298688614
2000,4,-0.149049647
2000,5,1.764171017
2000,6,1.56367299
2000,7,1.148327449
2000,8,0.516858999
2000,9,0.459866929
2000,10,0.649788651
2000,11,-0.13249351
2000,12,-0.40238502
2001,1,-0.464718944
2001,2,0.070588424
2001,3,-0.075920175
2001,4,-1.939272965
2001,5,-0.028922085
2001,6,1.359457162
2001,7,1.303509636
2001,8,1.538790206
2001,9,1.834772699
2001,10,2.225943851
2001,11,1.969876613
2001,12,1.316021218
2002,1,1.559136866
2002,2,1.641485294
2002,3,1.318128727
2002,4,0.425043075
2002,5,0.375447395
2002,6,0.617290215
2002,7,1.18889822
2002,8,1.031660946
2002,9,0.564890803
2002,10,0.249593555
2002,11,0.221587931
2002,12,0.057536253
2003,1,-0.782317299
2003,2,-1.089958775
2003,3,-0.550076382
2003,4,0.382693916
2003,5,-1.068043497
2003,6,1.472449198
2003,7,1.299859596
2003,8,1.206904884
2003,9,0.938062347
2003,10,0.902746663
2003,11,1.10588726
2003,12,0.078958875
2004,1,0.076695949
2004,2,0.09620317
2004,3,0.230856014
2004,4,0.512590311
2004,5,0.032069654
2004,6,0.526652941
2004,7,0.578024568
2004,8,0.286765015
2004,9,1.81434951
2004,10,1.67261193
2004,11,1.749463257
2004,12,1.451920108
2005,1,1.60509443
2005,2,2.114820656
2005,3,0.613454729
2005,4,-0.273842943
2005,5,-1.183624157
2005,6,-1.220621376
2005,7,-0.640853539
2005,8,1.322168812
2005,9,0.586665815
2005,10,1.20911101
2005,11,1.520581196
2005,12,1.930869664
2006,1,2.101984331
2006,2,0.482057263
2006,3,1.124159466
2006,4,-1.53967184
2006,5,1.04600049
2006,6,0.302410221
2006,7,-0.259754909
2006,8,-0.824512031
2006,9,-0.134703339
2006,10,-0.23011245
2006,11,-0.839623069
2006,12,-0.709302772
2007,1,-0.626423579
2007,2,0.869144167
2007,3,-0.474472158
2007,4,0.215312742
2007,5,0.286301691
2007,6,0.334598802
2007,7,0.809167652
2007,8,0.040828626
2007,9,0.817158418
2007,10,1.049248614
2007,11,1.405515524
2007,12,1.467689955
2008,1,1.437450027
2008,2,2.078474934
2008,3,1.499058334
2008,4,0.423828178
2008,5,-1.062190141
2008,6,-0.135919196
2008,7,1.068543954
2008,8,0.654031864
2008,9,0.433968228
2008,10,0.836249376
2008,11,0.967544158
2008,12,0.853819091
2009,1,-0.354289112
2009,2,-0.252167185
2009,3,-0.195613943
2009,4,-1.326751292
2009,5,-0.890295969
2009,6,-1.770408081
2009,7,-1.041263217
2009,8,-0.307032166
2009,9,-0.263016268
2009,10,-0.108131522
2009,11,-0.025809942
2009,12,0.80526057
2010,1,0.719701994
2010,2,-0.359822987
2010,3,-0.386122653
2010,4,-1.648782575
2010,5,-0.58738391
2010,6,0.810072682
2010,7,0.67246003
2010,8,-0.018535709
2010,9,0.077072201
2010,10,0.685644784
2010,11,0.483632942
2010,12,-0.13198849
2011,1,-0.323053075
2011,2,0.465651183
2011,3,0.764678276
2011,4,-1.204463705
2011,5,0.802196004
2011,6,0.725995968
2011,7,0.415889178
2011,8,1.639788673
2011,9,1.906402831
2011,10,1.547991245
2011,11,0.947033691
2011,12,0.960637111
2012,1,1.317641878
2012,2,0.074134625
2012,3,-1.784008964
2012,4,-0.047471516
2012,5,0.504856343
2012,6,0.186137946
2012,7,0.01472667
2012,8,-0.231373602
2012,9,-0.213749128
2012,10,-0.472570908
2012,11,-0.540461036
2012,12,-0.49503534
2013,1,-0.731108611
2013,2,-0.771898859
2013,3,-1.109665213
2013,4,-1.759764734
2013,5,1.657305005
2013,6,1.247769543
2013,7,0.468672643
2013,8,0.62147962
2013,9,0.656627015
2013,10,0.811936956
2013,11,-0.347784509
2013,12,-0.373791803
2014,1,0.037140213
2014,2,-0.250251322
2014,3,-0.516914892
2014,4,-2.058338905
2014,5,-2.366317368
2014,6,-0.049060024
2014,7,-0.271155297
2014,8,-0.322590735
2014,9,-0.197420707
2014,10,0.083361737
2014,11,0.349604298
2014,12,-0.275069395
2015,1,-0.230380356
2015,2,-0.424098693
2015,3,-0.468967911
2015,4,0.2325401
2015,5,-0.557365669
2015,6,0.774759825
2015,7,1.989077978
2015,8,1.629819991
2015,9,1.786209303
2015,10,1.988238341
2015,11,2.158974755
2015,12,1.793424563
2016,1,1.048615701
2016,2,1.811714381
2016,3,1.549791517
2016,4,-0.346115608
2016,5,-0.079521358
2016,6,-0.696642235
2016,7,0.002276716
2016,8,-0.048673155
2016,9,-0.225432743
2016,10,0.560014854
2016,11,0.96489685
2016,12,1.387824975
2017,1,1.181255171
2017,2,1.369106455
2017,3,2.029729232
2017,4,2.111022062
2017,5,0.995419254
2017,6,0.572820288
2017,7,1.58720314
2017,8,1.890416681
2017,9,1.841647662
2017,10,1.358069608
2017,11,1.452722072
2017,12,1.716478047
2018,1,1.203961209
2018,2,1.238535883
2018,3,0.39624614
2018,4,-1.258786905
2018,5,-0.027193168
2018,6,-0.050235704
2018,7,-0.183349654
2018,8,-0.83456286
2018,9,-0.988920419
2018,10,-0.756063639
2018,11,-0.980787538
2018,12,-1.152021617
2019,1,-1.641706161
2019,2,-1.089946554
2019,3,-0.109858957
2019,4,-1.298683489
2019,5,-1.65476691
2019,6,-1.778995832
2019,7,-0.731592238
2019,8,-0.905380934
2019,9,-0.98768302
2019,10,-1.113639938
2019,11,-1.033910993
2019,12,-0.665909542
2020,1,-1.394834279
2020,2,-1.33637644
2020,3,-0.246357098
2020,4,1.311325779
2020,5,0.807582866
2020,6,-1.138295991
2020,7,-2.123676852
2020,8,-2.231837218
2020,9,-2.370561891
2020,10,-2.340805039
2020,11,-2.560884444
2020,12,-2.45999662
