year,month,SPEI3
1974,8,-0.781840419
1974,9,0.074154092
1974,10,-0.386243895
1974,11,0.49985086
1974,12,-0.414180527
1975,1,0.899898319
1975,2,0.049070846
1975,3,-0.695295828
1975,4,-1.606947325
1975,5,-0.296217895
1975,6,-0.786196181
1975,7,0.948392579
1975,8,0.220232333
1975,9,0.514980911
1975,10,-0.019372077
1975,11,1.362521271
1975,12,2.060391951
1976,1,1.838714733
1976,2,0.286518694
1976,3,0.266045144
1976,4,0.905188061
1976,5,0.784902207
1976,6,0.891263395
1976,7,0.65903339
1976,8,1.331729477
1976,9,0.7945692
1976,10,0.57969286
1976,11,-0.292480359
1976,12,-0.170653636
1977,1,0.506398251
1977,2,1.260928882
1977,3,0.611330006
1977,4,2.321652251
1977,5,2.183136624
1977,6,2.058386833
1977,7,0.735960529
1977,8,-0.40860843
1977,9,-0.9066247
1977,10,-1.070642217
1977,11,-0.943145582
1977,12,-0.761344975
1978,1,0.220259802
1978,2,-0.096023578
1978,3,0.541897938
1978,4,0.17385292
1978,5,1.84731906
1978,6,2.032888391
1978,7,1.567823976
1978,8,0.187219881
1978,9,-0.478910654
1978,10,-0.337779156
1978,11,-0.573448955
1978,12,-1.336545031
1979,1,-0.670000593
1979,2,0.221107296
1979,3,-0.482861522
1979,4,-1.389237176
1979,5,-2.296222696
1979,6,-0.829906512
1979,7,-0.570289269
1979,8,1.480138629
1979,9,1.692424868
1979,10,1.607045237
1979,11,0.1278432
1979,12,-0.571041833
1980,1,0.106945487
1980,2,0.868548861
1980,3,1.370583312
1980,4,0.338288171
1980,5,0.387196583
1980,6,-0.815424796
1980,7,-0.163044339
1980,8,0.133409029
1980,9,0.368491364
1980,10,0.465778147
1980,11,-0.09621242
1980,12,0.609619196
1981,1,-0.648207799
1981,2,-0.08673925
1981,3,0.190469946
1981,4,0.029796648
1981,5,0.048428858
1981,6,-0.086792824
1981,7,-0.347614414
1981,8,-0.374447259
1981,9,-0.295964114
1981,10,-0.188838219
1981,11,-0.111766558
1981,12,-0.025748929
1982,1,0.430920356
1982,2,0.104753386
1982,3,-0.49465096
1982,4,0.137606469
1982,5,-1.587335539
1982,6,-0.706987186
1982,7,-1.073854819
1982,8,-0.05997642
1982,9,-0.348231666
1982,10,-0.565856323
1982,11,-1.673317651
1982,12,-1.637691482
1983,1,0.120477857
1983,2,1.254344526
1983,3,1.767556598
1983,4,1.265304948
1983,5,1.065171916
1983,6,-0.038989784
1983,7,-0.313703611
1983,8,0.149794477
1983,9,0.633455728
1983,10,1.411194539
1983,11,1.093051468
1983,12,1.229410607
1984,1,0.782513984
1984,2,0.533453794
1984,3,-0.922424142
1984,4,0.14394078
1984,5,0.434152508
1984,6,0.747369368
1984,7,-0.095132567
1984,8,-0.31519123
1984,9,-0.595074544
1984,10,0.015142164
1984,11,0.011652131
1984,12,0.145915566
1985,1,-1.105220293
1985,2,-0.806418643
1985,3,0.279792487
1985,4,0.160566841
1985,5,0.433117887
1985,6,0.479239654
1985,7,0.111518231
1985,8,0.051541356
1985,9,-0.805993962
1985,10,-1.303591849
1985,11,-2.031920283
1985,12,-1.468958171
1986,1,0.167570361
1986,2,-0.902533289
1986,3,-1.200496833
1986,4,0.139613179
1986,5,-0.816248827
1986,6,-0.386272864
1986,7,-0.91183555
1986,8,-0.998754332
1986,9,-1.042923163
1986,10,-1.150132074
1986,11,0.127841087
1986,12,0.514628991
1987,1,1.762229533
1987,2,-0.565402087
1987,3,-0.688502272
1987,4,0.739758587
1987,5,-0.413402637
1987,6,-1.234154974
1987,7,-0.460028819
1987,8,0.259079255
1987,9,1.161155627
1987,10,-0.382268323
1987,11,-1.060353998
1987,12,-1.399338546
1988,1,-0.096132637
1988,2,-0.149449889
1988,3,0.413391482
1988,4,0.099634266
1988,5,1.136384371
1988,6,1.357917162
1988,7,1.274235459
1988,8,0.592757898
1988,9,0.088014013
1988,10,-0.092273026
1988,11,0.004349052
1988,12,-0.445113477
1989,1,0.354996519
1989,2,-0.528183455
1989,3,-0.669041865
1989,4,0.298649928
1989,5,-0.742908158
1989,6,-0.632582842
1989,7,-1.059738869
1989,8,-1.309419689
1989,9,-1.333448534
1989,10,-0.729971611
1989,11,0.249740753
1989,12,0.8348751
1990,1,-1.095411297
1990,2,0.867624398
1990,3,1.877919492
1990,4,2.013673749
1990,5,1.492979131
1990,6,0.133513612
1990,7,-0.354497152
1990,8,-0.779799438
1990,9,-0.715377447
1990,10,-1.130460575
1990,11,-0.947030239
1990,12,-0.199593586
1991,1,1.428495235
1991,2,1.373262019
1991,3,-0.41585718
1991,4,0.693250244
1991,5,1.021984112
1991,6,1.267978595
1991,7,0.29310261
1991,8,-0.197636158
1991,9,-0.56150609
1991,10,0.266192182
1991,11,0.622684549
1991,12,0.848211623
1992,1,0.362832914
1992,2,2.142685321
1992,3,1.289515698
1992,4,-0.061688697
1992,5,-1.21969275
1992,6,-1.300378269
1992,7,-0.75978408
1992,8,-0.801721227
1992,9,0.128049285
1992,10,-0.044301682
1992,11,0.174683238
1992,12,-0.437184671
1993,1,-0.009804431
1993,2,1.022544851
1993,3,2.075036477
1993,4,1.536208591
1993,5,-0.450685007
1993,6,-2.627983356
1993,7,-2.612915526
1993,8,-2.580649188
1993,9,-2.658527892
1993,10,-2.532286081
1993,11,-2.389008592
1993,12,-1.260654988
1994,1,-0.39122847
1994,2,0.110862925
1994,3,0.458544301
1994,4,0.104880883
1994,5,-0.747946219
1994,6,-0.27160014
1994,7,-0.797390166
1994,8,-0.837228169
1994,9,-0.967891838
1994,10,-0.673874553
1994,11,-0.225709269
1994,12,-0.128255246
1995,1,0.35276239
1995,2,0.085186724
1995,3,0.190469946
1995,4,0.029796648
1995,5,0.048428858
1995,6,-0.086792824
1995,7,-0.347614414
1995,8,-0.374447259
1995,9,-0.295964114
1995,10,-0.188838219
1995,11,-0.111766558
1995,12,-0.025748929
1996,1,0.44640984
1996,2,0.13299286
1996,3,0.149526369
1996,4,-0.027367081
1996,5,-0.002154152
1996,6,-0.112024754
1996,7,-0.358851152
1996,8,-0.378958127
1996,9,-0.32569353
1996,10,-0.248903637
1996,11,-0.225709269
1996,12,-0.128255246
1997,1,0.347567729
1997,2,0.034852915
1997,3,0.13698378
1997,4,-0.005135939
1997,5,0.033201697
1997,6,-0.096727281
1997,7,-0.357100421
1997,8,-0.385587688
1997,9,-0.34451188
1997,10,-0.287927721
1997,11,-0.30231991
1997,12,-0.23161274
1998,1,0.224624244
1998,2,-0.030844933
1998,3,0.152532551
1998,4,-0.025470785
1998,5,-0.002154152
1998,6,-0.112024754
1998,7,-0.358851152
1998,8,-0.378958127
1998,9,-0.32569353
1998,10,-0.248903637
1998,11,-0.225709269
1998,12,-0.128255246
1999,1,0.347567729
1999,2,-0.117761597
1999,3,-0.778108007
1999,4,-1.504451467
1999,5,-0.517683285
1999,6,0.44172757
1999,7,1.154617826
1999,8,1.422561016
1999,9,1.100317805
1999,10,0.816308863
1999,11,0.424975661
1999,12,0.274750344
2000,1,0.445692001
2000,2,1.126896677
2000,3,0.202782413
2000,4,-0.35445381
2000,5,1.661375545
2000,6,1.520012599
2000,7,1.301792358
2000,8,-0.381206958
2000,9,-0.659523226
2000,10,-0.217197207
2000,11,0.293387957
2000,12,0.437477039
2001,1,-0.998253504
2001,2,-1.118218515
2001,3,-1.640260744
2001,4,-1.904022855
2001,5,0.285653103
2001,6,1.525231854
2001,7,1.888483532
2001,8,1.575430811
2001,9,0.761058681
2001,10,1.251632886
2001,11,1.819959681
2001,12,1.610696109
2002,1,1.497533084
2002,2,-1.455907992
2002,3,-0.904903756
2002,4,-0.723985217
2002,5,0.706735303
2002,6,0.763816113
2002,7,1.449176326
2002,8,0.818669764
2002,9,0.174443776
2002,10,-0.897221799
2002,11,-0.83776043
2002,12,-0.343132452
2003,1,1.033794156
2003,2,-1.005924389
2003,3,-0.367385143
2003,4,-0.134025339
2003,5,-0.745874978
2003,6,1.50601785
2003,7,1.396242438
2003,8,1.747734268
2003,9,-0.171856134
2003,10,0.038843064
2003,11,-0.142048116
2003,12,0.526825141
2004,1,0.488936184
2004,2,1.218823785
2004,3,-0.809987243
2004,4,0.526830511
2004,5,-0.291503697
2004,6,0.667662133
2004,7,0.423727868
2004,8,0.565919598
2004,9,1.61943149
2004,10,1.836949469
2004,11,2.279849518
2004,12,0.546467337
2005,1,-1.531067012
2005,2,-1.405323847
2005,3,0.368545392
2005,4,0.479956076
2005,5,-0.7770511
2005,6,-1.148882022
2005,7,-0.74626326
2005,8,1.880416246
2005,9,1.784748677
2005,10,2.297661611
2005,11,0.653813203
2005,12,1.526606202
2006,1,-0.946076198
2006,2,-0.881786743
2006,3,-1.658528823
2006,4,-1.388553556
2006,5,1.234845658
2006,6,0.570425574
2006,7,0.129815238
2006,8,-1.246686144
2006,9,-0.459327672
2006,10,-0.382699332
2006,11,0.486319757
2006,12,-1.070102909
2007,1,-0.910068728
2007,2,1.693226335
2007,3,1.140158792
2007,4,0.809410172
2007,5,-0.282086749
2007,6,0.03266409
2007,7,0.550976894
2007,8,0.288818568
2007,9,1.093460781
2007,10,1.042719482
2007,11,2.056895325
2007,12,1.476536497
2008,1,1.645396302
2008,2,0.773077484
2008,3,0.667093097
2008,4,-1.00556527
2008,5,-1.247454021
2008,6,-0.247181772
2008,7,1.402413947
2008,8,1.388246606
2008,9,0.882851598
2008,10,-0.059197288
2008,11,0.043497469
2008,12,0.347035369
2009,1,-1.415022036
2009,2,-1.550300334
2009,3,-1.713188167
2009,4,-0.884006292
2009,5,-0.456091045
2009,6,-1.33184238
2009,7,-0.824658718
2009,8,-0.038261822
2009,9,0.915488752
2009,10,0.890458975
2009,11,-0.064684295
2009,12,0.135366636
2010,1,-0.822427071
2010,2,-1.507530147
2010,3,-1.517726934
2010,4,-1.597821205
2010,5,-0.170307978
2010,6,1.011308359
2010,7,1.161106931
2010,8,0.174034731
2010,9,-0.579488327
2010,10,-0.027927783
2010,11,0.706046057
2010,12,0.903692256
2011,1,-1.427315999
2011,2,-1.439786532
2011,3,-0.224309953
2011,4,-0.714646227
2011,5,1.081620315
2011,6,0.7658931
2011,7,0.647523103
2011,8,1.154656047
2011,9,1.625753687
2011,10,1.537901161
2011,11,0.324924479
2011,12,-1.109148083
2012,1,-1.384332419
2012,2,-1.334362072
2012,3,-1.4099423
2012,4,0.680516785
2012,5,0.805112641
2012,6,0.436773748
2012,7,-0.189955333
2012,8,-0.497421371
2012,9,-0.450245068
2012,10,-0.466500103
2012,11,-0.47771223
2012,12,-0.401563417
2013,1,-1.031406962
2013,2,-1.384524393
2013,3,-1.954525226
2013,4,-1.645233495
2013,5,1.833185861
2013,6,1.447722081
2013,7,0.96571172
2013,8,-0.44828777
2013,9,-0.394849927
2013,10,0.341210394
2013,11,-0.088764905
2013,12,-0.179495164
2014,1,-1.655867908
2014,2,-0.589452501
2014,3,-0.777719004
2014,4,-1.772115224
2014,5,-2.16798138
2014,6,0.135862673
2014,7,0.222290132
2014,8,0.615612761
2014,9,-0.203069496
2014,10,0.021226481
2014,11,-0.243315217
2014,12,-0.389191887
2015,1,-1.115689742
2015,2,-0.672765399
2015,3,-0.040626487
2015,4,0.894000609
2015,5,-0.30985832
2015,6,0.781231382
2015,7,1.793453473
2015,8,1.973445956
2015,9,1.490592008
2015,10,1.064468249
2015,11,1.796624987
2015,12,1.622627921
2016,1,0.178342657
2016,2,0.585891205
2016,3,0.36670076
2016,4,-0.426966126
2016,5,-0.156496948
2016,6,-0.677753247
2016,7,0.14018083
2016,8,0.134433964
2016,9,0.400805139
2016,10,0.794481576
2016,11,1.587601694
2016,12,2.107996513
2017,1,1.561395791
2017,2,-1.808415727
2017,3,0.787662007
2017,4,2.03786014
2017,5,1.289022368
2017,6,0.393207559
2017,7,0.662547179
2017,8,1.222051024
2017,9,1.874243752
2017,10,1.314293192
2017,11,1.273220764
2017,12,0.825007787
2018,1,-0.417804257
2018,2,0.059298261
2018,3,-1.465767558
2018,4,-1.28718801
2018,5,0.046522509
2018,6,0.230702356
2018,7,0.183556338
2018,8,-0.823393113
2018,9,-1.249982449
2018,10,-1.288359367
2018,11,-0.981633556
2018,12,-0.039694161
2019,1,-1.461483316
2019,2,-0.051951141
2019,3,-0.050184193
2019,4,-0.826263987
2019,5,-1.581546161
2019,6,-1.564666793
2019,7,-0.513718158
2019,8,-0.401764365
2019,9,-0.03408317
2019,10,-1.324207691
2019,11,-1.903806036
2019,12,-2.039351545
2020,1,0.570112771
2020,2,2.190940678
2020,3,2.085184129
2020,4,1.503430486
2020,5,-0.038670431
2020,6,-1.826338717
2020,7,-2.274148967
2020,8,-2.349453265
2020,9,-2.392717206
2020,10,-2.217417845
2020,11,-1.813243125
2020,12,-0.107883962
